time s,mass kg,height m,velocity m/s,mach,acceleration m/s^2,aerodrag N,numOfStages
418.000,5000.000,1794593.462,9638.259,28.100,-5.972,0.000,1
419.000,5000.000,1804228.738,9632.294,28.082,-5.958,0.000,1
420.000,5000.000,1813858.056,9626.344,28.065,-5.944,0.000,1
421.000,5000.000,1823481.430,9620.407,28.048,-5.930,0.000,1
422.000,5000.000,1833098.875,9614.484,28.031,-5.916,0.000,1
423.000,5000.000,1842710.403,9608.575,28.013,-5.902,0.000,1
424.000,5000.000,1852316.029,9602.680,27.996,-5.888,0.000,1
425.000,5000.000,1861915.767,9596.798,27.979,-5.875,0.000,1
426.000,5000.000,1871509.631,9590.931,27.962,-5.861,0.000,1
427.000,5000.000,1881097.633,9585.077,27.945,-5.847,0.000,1
428.000,5000.000,1890679.789,9579.236,27.928,-5.834,0.000,1
429.000,5000.000,1900256.110,9573.409,27.911,-5.820,0.000,1
430.000,5000.000,1909826.611,9567.596,27.894,-5.807,0.000,1
431.000,5000.000,1919391.306,9561.795,27.877,-5.793,0.000,1
432.000,5000.000,1928950.207,9556.009,27.860,-5.780,0.000,1
433.000,5000.000,1938503.328,9550.235,27.843,-5.767,0.000,1
434.000,5000.000,1948050.682,9544.475,27.826,-5.754,0.000,1
435.000,5000.000,1957592.282,9538.728,27.810,-5.740,0.000,1
436.000,5000.000,1967128.143,9532.994,27.793,-5.727,0.000,1
437.000,5000.000,1976658.275,9527.274,27.776,-5.714,0.000,1
438.000,5000.000,1986182.694,9521.566,27.760,-5.701,0.000,1
439.000,5000.000,1995701.412,9515.871,27.743,-5.688,0.000,1
440.000,5000.000,2005214.441,9510.190,27.727,-5.675,0.000,1
441.000,5000.000,2014721.795,9504.521,27.710,-5.662,0.000,1
442.000,5000.000,2024223.487,9498.865,27.693,-5.650,0.000,1
443.000,5000.000,2033719.529,9493.221,27.677,-5.637,0.000,1
444.000,5000.000,2043209.934,9487.591,27.661,-5.624,0.000,1
445.000,5000.000,2052694.715,9481.973,27.644,-5.612,0.000,1
446.000,5000.000,2062173.884,9476.368,27.628,-5.599,0.000,1
447.000,5000.000,2071647.454,9470.775,27.612,-5.586,0.000,1
448.000,5000.000,2081115.439,9465.195,27.595,-5.574,0.000,1
449.000,5000.000,2090577.849,9459.628,27.579,-5.561,0.000,1
450.000,5000.000,2100034.698,9454.072,27.563,-5.549,0.000,1
451.000,5000.000,2109485.998,9448.530,27.547,-5.537,0.000,1
452.000,5000.000,2118931.761,9442.999,27.531,-5.524,0.000,1
453.000,5000.000,2128372.000,9437.481,27.515,-5.512,0.000,1
454.000,5000.000,2137806.728,9431.975,27.498,-5.500,0.000,1
455.000,5000.000,2147235.955,9426.481,27.482,-5.488,0.000,1
456.000,5000.000,2156659.695,9421.000,27.466,-5.476,0.000,1
457.000,5000.000,2166077.959,9415.530,27.451,-5.463,0.000,1
458.000,5000.000,2175490.759,9410.073,27.435,-5.451,0.000,1
459.000,5000.000,2184898.109,9404.628,27.419,-5.439,0.000,1
460.000,5000.000,2194300.019,9399.194,27.403,-5.427,0.000,1
461.000,5000.000,2203696.501,9393.773,27.387,-5.416,0.000,1
462.000,5000.000,2213087.568,9388.363,27.371,-5.404,0.000,1
463.000,5000.000,2222473.231,9382.965,27.356,-5.392,0.000,1
464.000,5000.000,2231853.502,9377.579,27.340,-5.380,0.000,1
465.000,5000.000,2241228.393,9372.205,27.324,-5.369,0.000,1
466.000,5000.000,2250597.915,9366.842,27.309,-5.357,0.000,1
467.000,5000.000,2259962.080,9361.491,27.293,-5.345,0.000,1
468.000,5000.000,2269320.901,9356.152,27.277,-5.334,0.000,1
469.000,5000.000,2278674.387,9350.824,27.262,-5.322,0.000,1
470.000,5000.000,2288022.552,9345.507,27.246,-5.311,0.000,1
471.000,5000.000,2297365.406,9340.202,27.231,-5.299,0.000,1
472.000,5000.000,2306702.960,9334.909,27.215,-5.288,0.000,1
473.000,5000.000,2316035.227,9329.627,27.200,-5.276,0.000,1
474.000,5000.000,2325362.218,9324.356,27.185,-5.265,0.000,1
475.000,5000.000,2334683.943,9319.096,27.169,-5.254,0.000,1
476.000,5000.000,2344000.414,9313.848,27.154,-5.243,0.000,1
477.000,5000.000,2353311.643,9308.611,27.139,-5.231,0.000,1
478.000,5000.000,2362617.640,9303.385,27.124,-5.220,0.000,1
479.000,5000.000,2371918.417,9298.171,27.108,-5.209,0.000,1
480.000,5000.000,2381213.985,9292.967,27.093,-5.198,0.000,1
481.000,5000.000,2390504.355,9287.774,27.078,-5.187,0.000,1
482.000,5000.000,2399789.537,9282.593,27.063,-5.176,0.000,1
483.000,5000.000,2409069.544,9277.422,27.048,-5.165,0.000,1
484.000,5000.000,2418344.385,9272.262,27.033,-5.154,0.000,1
485.000,5000.000,2427614.072,9267.113,27.018,-5.143,0.000,1
486.000,5000.000,2436878.615,9261.975,27.003,-5.133,0.000,1
487.000,5000.000,2446138.026,9256.848,26.988,-5.122,0.000,1
488.000,5000.000,2455392.315,9251.731,26.973,-5.111,0.000,1
489.000,5000.000,2464641.492,9246.626,26.958,-5.100,0.000,1
490.000,5000.000,2473885.570,9241.531,26.943,-5.090,0.000,1
491.000,5000.000,2483124.557,9236.446,26.928,-5.079,0.000,1
492.000,5000.000,2492358.465,9231.372,26.914,-5.069,0.000,1
493.000,5000.000,2501587.305,9226.309,26.899,-5.058,0.000,1
494.000,5000.000,2510811.087,9221.256,26.884,-5.048,0.000,1
495.000,5000.000,2520029.821,9216.214,26.869,-5.037,0.000,1
496.000,5000.000,2529243.518,9211.182,26.855,-5.027,0.000,1
497.000,5000.000,2538452.188,9206.160,26.840,-5.016,0.000,1
498.000,5000.000,2547655.842,9201.149,26.826,-5.006,0.000,1
499.000,5000.000,2556854.490,9196.149,26.811,-4.996,0.000,1
500.000,5000.000,2566048.142,9191.158,26.796,-4.985,0.000,1
501.000,5000.000,2575236.809,9186.178,26.782,-4.975,0.000,1
502.000,5000.000,2584420.501,9181.208,26.767,-4.965,0.000,1
503.000,5000.000,2593599.228,9176.248,26.753,-4.955,0.000,1
504.000,5000.000,2602773.001,9171.298,26.738,-4.945,0.000,1
505.000,5000.000,2611941.828,9166.359,26.724,-4.935,0.000,1
506.000,5000.000,2621105.721,9161.429,26.710,-4.924,0.000,1
507.000,5000.000,2630264.690,9156.510,26.695,-4.914,0.000,1
508.000,5000.000,2639418.744,9151.600,26.681,-4.904,0.000,1
509.000,5000.000,2648567.894,9146.701,26.667,-4.895,0.000,1
510.000,5000.000,2657712.149,9141.811,26.653,-4.885,0.000,1
511.000,5000.000,2666851.519,9136.931,26.638,-4.875,0.000,1
512.000,5000.000,2675986.015,9132.062,26.624,-4.865,0.000,1
513.000,5000.000,2685115.646,9127.202,26.610,-4.855,0.000,1
514.000,5000.000,2694240.421,9122.351,26.596,-4.845,0.000,1
515.000,5000.000,2703360.351,9117.511,26.582,-4.836,0.000,1
516.000,5000.000,2712475.446,9112.680,26.568,-4.826,0.000,1
517.000,5000.000,2721585.715,9107.859,26.554,-4.816,0.000,1
518.000,5000.000,2730691.167,9103.048,26.539,-4.807,0.000,1
519.000,5000.000,2739791.813,9098.246,26.525,-4.797,0.000,1
520.000,5000.000,2748887.662,9093.453,26.512,-4.787,0.000,1
521.000,5000.000,2757978.723,9088.671,26.498,-4.778,0.000,1
522.000,5000.000,2767065.006,9083.898,26.484,-4.768,0.000,1
523.000,5000.000,2776146.521,9079.134,26.470,-4.759,0.000,1
524.000,5000.000,2785223.277,9074.380,26.456,-4.750,0.000,1
525.000,5000.000,2794295.284,9069.635,26.442,-4.740,0.000,1
526.000,5000.000,2803362.550,9064.899,26.428,-4.731,0.000,1
527.000,5000.000,2812425.086,9060.173,26.414,-4.721,0.000,1
528.000,5000.000,2821482.900,9055.456,26.401,-4.712,0.000,1
529.000,5000.000,2830536.002,9050.749,26.387,-4.703,0.000,1
530.000,5000.000,2839584.401,9046.051,26.373,-4.694,0.000,1
531.000,5000.000,2848628.106,9041.362,26.360,-4.684,0.000,1
532.000,5000.000,2857667.127,9036.682,26.346,-4.675,0.000,1
533.000,5000.000,2866701.473,9032.011,26.332,-4.666,0.000,1
534.000,5000.000,2875731.152,9027.350,26.319,-4.657,0.000,1
535.000,5000.000,2884756.175,9022.697,26.305,-4.648,0.000,1
536.000,5000.000,2893776.549,9018.054,26.292,-4.639,0.000,1
537.000,5000.000,2902792.285,9013.419,26.278,-4.630,0.000,1
538.000,5000.000,2911803.391,9008.794,26.265,-4.621,0.000,1
539.000,5000.000,2920809.876,9004.177,26.251,-4.612,0.000,1
540.000,5000.000,2929811.749,8999.570,26.238,-4.603,0.000,1
541.000,5000.000,2938809.019,8994.971,26.224,-4.594,0.000,1
542.000,5000.000,2947801.695,8990.382,26.211,-4.585,0.000,1
543.000,5000.000,2956789.785,8985.801,26.198,-4.576,0.000,1
544.000,5000.000,2965773.299,8981.229,26.184,-4.568,0.000,1
545.000,5000.000,2974752.246,8976.666,26.171,-4.559,0.000,1
546.000,5000.000,2983726.633,8972.111,26.158,-4.550,0.000,1
547.000,5000.000,2992696.471,8967.565,26.145,-4.541,0.000,1
548.000,5000.000,3001661.767,8963.028,26.131,-4.533,0.000,1
549.000,5000.000,3010622.531,8958.500,26.118,-4.524,0.000,1
550.000,5000.000,3019578.770,8953.980,26.105,-4.515,0.000,1
551.000,5000.000,3028530.494,8949.469,26.092,-4.507,0.000,1
552.000,5000.000,3037477.711,8944.967,26.079,-4.498,0.000,1
553.000,5000.000,3046420.430,8940.473,26.066,-4.490,0.000,1
554.000,5000.000,3055358.659,8935.987,26.052,-4.481,0.000,1
555.000,5000.000,3064292.407,8931.510,26.039,-4.473,0.000,1
556.000,5000.000,3073221.682,8927.042,26.026,-4.464,0.000,1
557.000,5000.000,3082146.493,8922.582,26.013,-4.456,0.000,1
558.000,5000.000,3091066.848,8918.130,26.000,-4.447,0.000,1
559.000,5000.000,3099982.755,8913.687,25.987,-4.439,0.000,1
560.000,5000.000,3108894.224,8909.252,25.974,-4.431,0.000,1
561.000,5000.000,3117801.261,8904.825,25.962,-4.422,0.000,1
562.000,5000.000,3126703.876,8900.407,25.949,-4.414,0.000,1
563.000,5000.000,3135602.077,8895.997,25.936,-4.406,0.000,1
564.000,5000.000,3144495.873,8891.595,25.923,-4.398,0.000,1
565.000,5000.000,3153385.270,8887.201,25.910,-4.389,0.000,1
566.000,5000.000,3162270.278,8882.816,25.897,-4.381,0.000,1
567.000,5000.000,3171150.905,8878.439,25.885,-4.373,0.000,1
568.000,5000.000,3180027.159,8874.070,25.872,-4.365,0.000,1
569.000,5000.000,3188899.047,8869.709,25.859,-4.357,0.000,1
570.000,5000.000,3197766.579,8865.356,25.847,-4.349,0.000,1
571.000,5000.000,3206629.762,8861.011,25.834,-4.341,0.000,1
572.000,5000.000,3215488.604,8856.674,25.821,-4.333,0.000,1
573.000,5000.000,3224343.114,8852.346,25.809,-4.325,0.000,1
574.000,5000.000,3233193.298,8848.025,25.796,-4.317,0.000,1
575.000,5000.000,3242039.166,8843.712,25.783,-4.309,0.000,1
576.000,5000.000,3250880.725,8839.407,25.771,-4.301,0.000,1
577.000,5000.000,3259717.983,8835.110,25.758,-4.293,0.000,1
578.000,5000.000,3268550.948,8830.821,25.746,-4.285,0.000,1
579.000,5000.000,3277379.628,8826.540,25.733,-4.277,0.000,1
580.000,5000.000,3286204.030,8822.266,25.721,-4.270,0.000,1
581.000,5000.000,3295024.163,8818.001,25.708,-4.262,0.000,1
582.000,5000.000,3303840.034,8813.743,25.696,-4.254,0.000,1
583.000,5000.000,3312651.651,8809.493,25.684,-4.246,0.000,1
584.000,5000.000,3321459.022,8805.250,25.671,-4.239,0.000,1
585.000,5000.000,3330262.154,8801.016,25.659,-4.231,0.000,1
586.000,5000.000,3339061.055,8796.789,25.647,-4.223,0.000,1
587.000,5000.000,3347855.734,8792.569,25.634,-4.216,0.000,1
588.000,5000.000,3356646.196,8788.357,25.622,-4.208,0.000,1
589.000,5000.000,3365432.451,8784.153,25.610,-4.200,0.000,1
590.000,5000.000,3374214.505,8779.957,25.598,-4.193,0.000,1
591.000,5000.000,3382992.367,8775.768,25.585,-4.185,0.000,1
592.000,5000.000,3391766.043,8771.586,25.573,-4.178,0.000,1
593.000,5000.000,3400535.542,8767.412,25.561,-4.170,0.000,1
594.000,5000.000,3409300.871,8763.246,25.549,-4.163,0.000,1
595.000,5000.000,3418062.036,8759.087,25.537,-4.155,0.000,1
596.000,5000.000,3426819.047,8754.935,25.525,-4.148,0.000,1
597.000,5000.000,3435571.909,8750.791,25.513,-4.140,0.000,1
598.000,5000.000,3444320.631,8746.654,25.500,-4.133,0.000,1
599.000,5000.000,3453065.220,8742.525,25.488,-4.126,0.000,1
600.000,5000.000,3461805.684,8738.403,25.476,-4.118,0.000,1
601.000,5000.000,3470542.028,8734.288,25.464,-4.111,0.000,1
602.000,5000.000,3479274.262,8730.181,25.452,-4.104,0.000,1
603.000,5000.000,3488002.392,8726.080,25.440,-4.097,0.000,1
604.000,5000.000,3496726.425,8721.987,25.429,-4.089,0.000,1
605.000,5000.000,3505446.369,8717.902,25.417,-4.082,0.000,1
606.000,5000.000,3514162.231,8713.823,25.405,-4.075,0.000,1
607.000,5000.000,3522874.018,8709.752,25.393,-4.068,0.000,1
608.000,5000.000,3531581.738,8705.688,25.381,-4.061,0.000,1
609.000,5000.000,3540285.397,8701.631,25.369,-4.053,0.000,1
610.000,5000.000,3548985.002,8697.581,25.357,-4.046,0.000,1
611.000,5000.000,3557680.561,8693.538,25.346,-4.039,0.000,1
612.000,5000.000,3566372.081,8689.502,25.334,-4.032,0.000,1
613.000,5000.000,3575059.568,8685.474,25.322,-4.025,0.000,1
614.000,5000.000,3583743.030,8681.452,25.310,-4.018,0.000,1
615.000,5000.000,3592422.475,8677.437,25.299,-4.011,0.000,1
616.000,5000.000,3601097.908,8673.430,25.287,-4.004,0.000,1
617.000,5000.000,3609769.337,8669.429,25.275,-3.997,0.000,1
618.000,5000.000,3618436.768,8665.435,25.264,-3.990,0.000,1
619.000,5000.000,3627100.210,8661.449,25.252,-3.983,0.000,1
620.000,5000.000,3635759.668,8657.469,25.240,-3.976,0.000,1
621.000,5000.000,3644415.150,8653.496,25.229,-3.970,0.000,1
622.000,5000.000,3653066.662,8649.530,25.217,-3.963,0.000,1
623.000,5000.000,3661714.211,8645.570,25.206,-3.956,0.000,1
624.000,5000.000,3670357.804,8641.618,25.194,-3.949,0.000,1
625.000,5000.000,3678997.449,8637.672,25.183,-3.942,0.000,1
626.000,5000.000,3687633.150,8633.733,25.171,-3.936,0.000,1
627.000,5000.000,3696264.917,8629.801,25.160,-3.929,0.000,1
628.000,5000.000,3704892.754,8625.875,25.148,-3.922,0.000,1
629.000,5000.000,3713516.670,8621.957,25.137,-3.915,0.000,1
630.000,5000.000,3722136.670,8618.045,25.125,-3.909,0.000,1
631.000,5000.000,3730752.761,8614.139,25.114,-3.902,0.000,1
632.000,5000.000,3739364.951,8610.241,25.103,-3.895,0.000,1
633.000,5000.000,3747973.245,8606.348,25.091,-3.889,0.000,1
634.000,5000.000,3756577.650,8602.463,25.080,-3.882,0.000,1
635.000,5000.000,3765178.173,8598.584,25.069,-3.876,0.000,1
636.000,5000.000,3773774.820,8594.712,25.057,-3.869,0.000,1
637.000,5000.000,3782367.599,8590.846,25.046,-3.862,0.000,1
638.000,5000.000,3790956.515,8586.987,25.035,-3.856,0.000,1
639.000,5000.000,3799541.575,8583.134,25.024,-3.849,0.000,1
640.000,5000.000,3808122.786,8579.288,25.013,-3.843,0.000,1
641.000,5000.000,3816700.153,8575.448,25.001,-3.836,0.000,1
642.000,5000.000,3825273.684,8571.615,24.990,-3.830,0.000,1
643.000,5000.000,3833843.386,8567.788,24.979,-3.824,0.000,1
644.000,5000.000,3842409.263,8563.968,24.968,-3.817,0.000,1
645.000,5000.000,3850971.324,8560.154,24.957,-3.811,0.000,1
646.000,5000.000,3859529.573,8556.346,24.946,-3.804,0.000,1
647.000,5000.000,3868084.019,8552.545,24.935,-3.798,0.000,1
648.000,5000.000,3876634.666,8548.750,24.923,-3.792,0.000,1
649.000,5000.000,3885181.521,8544.962,24.912,-3.785,0.000,1
650.000,5000.000,3893724.591,8541.179,24.901,-3.779,0.000,1
651.000,5000.000,3902263.882,8537.403,24.890,-3.773,0.000,1
652.000,5000.000,3910799.400,8533.634,24.879,-3.767,0.000,1
653.000,5000.000,3919331.152,8529.870,24.868,-3.760,0.000,1
654.000,5000.000,3927859.143,8526.113,24.857,-3.754,0.000,1
655.000,5000.000,3936383.380,8522.362,24.847,-3.748,0.000,1
656.000,5000.000,3944903.869,8518.617,24.836,-3.742,0.000,1
657.000,5000.000,3953420.617,8514.879,24.825,-3.736,0.000,1
658.000,5000.000,3961933.629,8511.146,24.814,-3.729,0.000,1
659.000,5000.000,3970442.911,8507.420,24.803,-3.723,0.000,1
660.000,5000.000,3978948.470,8503.700,24.792,-3.717,0.000,1
661.000,5000.000,3987450.313,8499.986,24.781,-3.711,0.000,1
662.000,5000.000,3995948.444,8496.278,24.770,-3.705,0.000,1
663.000,5000.000,4004442.870,8492.576,24.760,-3.699,0.000,1
664.000,5000.000,4012933.597,8488.880,24.749,-3.693,0.000,1
665.000,5000.000,4021420.632,8485.190,24.738,-3.687,0.000,1
666.000,5000.000,4029903.979,8481.506,24.727,-3.681,0.000,1
667.000,5000.000,4038383.646,8477.828,24.717,-3.675,0.000,1
668.000,5000.000,4046859.638,8474.157,24.706,-3.669,0.000,1
669.000,5000.000,4055331.961,8470.491,24.695,-3.663,0.000,1
670.000,5000.000,4063800.622,8466.831,24.685,-3.657,0.000,1
671.000,5000.000,4072265.625,8463.177,24.674,-3.651,0.000,1
672.000,5000.000,4080726.977,8459.529,24.663,-3.645,0.000,1
673.000,5000.000,4089184.685,8455.887,24.653,-3.639,0.000,1
674.000,5000.000,4097638.753,8452.250,24.642,-3.633,0.000,1
675.000,5000.000,4106089.188,8448.620,24.632,-3.627,0.000,1
676.000,5000.000,4114535.995,8444.996,24.621,-3.622,0.000,1
677.000,5000.000,4122979.181,8441.377,24.610,-3.616,0.000,1
678.000,5000.000,4131418.751,8437.764,24.600,-3.610,0.000,1
679.000,5000.000,4139854.711,8434.157,24.589,-3.604,0.000,1
680.000,5000.000,4148287.066,8430.556,24.579,-3.598,0.000,1
681.000,5000.000,4156715.824,8426.960,24.568,-3.593,0.000,1
682.000,5000.000,4165140.988,8423.370,24.558,-3.587,0.000,1
683.000,5000.000,4173562.566,8419.786,24.547,-3.581,0.000,1
684.000,5000.000,4181980.563,8416.208,24.537,-3.575,0.000,1
685.000,5000.000,4190394.984,8412.635,24.527,-3.570,0.000,1
686.000,5000.000,4198805.835,8409.068,24.516,-3.564,0.000,1
687.000,5000.000,4207213.122,8405.507,24.506,-3.558,0.000,1
688.000,5000.000,4215616.851,8401.951,24.495,-3.553,0.000,1
689.000,5000.000,4224017.027,8398.401,24.485,-3.547,0.000,1
690.000,5000.000,4232413.656,8394.857,24.475,-3.542,0.000,1
691.000,5000.000,4240806.743,8391.318,24.464,-3.536,0.000,1
692.000,5000.000,4249196.294,8387.785,24.454,-3.530,0.000,1
693.000,5000.000,4257582.315,8384.258,24.444,-3.525,0.000,1
694.000,5000.000,4265964.811,8380.736,24.434,-3.519,0.000,1
695.000,5000.000,4274343.788,8377.219,24.423,-3.514,0.000,1
696.000,5000.000,4282719.251,8373.708,24.413,-3.508,0.000,1
697.000,5000.000,4291091.206,8370.203,24.403,-3.503,0.000,1
698.000,5000.000,4299459.659,8366.703,24.393,-3.497,0.000,1
699.000,5000.000,4307824.614,8363.208,24.383,-3.492,0.000,1
700.000,5000.000,4316186.077,8359.719,24.372,-3.486,0.000,1
701.000,5000.000,4324544.055,8356.236,24.362,-3.481,0.000,1
702.000,5000.000,4332898.551,8352.758,24.352,-3.475,0.000,1
703.000,5000.000,4341249.572,8349.285,24.342,-3.470,0.000,1
704.000,5000.000,4349597.123,8345.818,24.332,-3.465,0.000,1
705.000,5000.000,4357941.210,8342.356,24.322,-3.459,0.000,1
706.000,5000.000,4366281.837,8338.900,24.312,-3.454,0.000,1
707.000,5000.000,4374619.011,8335.449,24.302,-3.448,0.000,1
708.000,5000.000,4382952.736,8332.003,24.292,-3.443,0.000,1
709.000,5000.000,4391283.018,8328.562,24.282,-3.438,0.000,1
710.000,5000.000,4399609.862,8325.127,24.272,-3.432,0.000,1
711.000,5000.000,4407933.274,8321.697,24.262,-3.427,0.000,1
712.000,5000.000,4416253.259,8318.273,24.252,-3.422,0.000,1
713.000,5000.000,4424569.822,8314.854,24.242,-3.417,0.000,1
714.000,5000.000,4432882.968,8311.440,24.232,-3.411,0.000,1
715.000,5000.000,4441192.703,8308.031,24.222,-3.406,0.000,1
716.000,5000.000,4449499.032,8304.628,24.212,-3.401,0.000,1
717.000,5000.000,4457801.960,8301.229,24.202,-3.396,0.000,1
718.000,5000.000,4466101.492,8297.836,24.192,-3.390,0.000,1
719.000,5000.000,4474397.634,8294.448,24.182,-3.385,0.000,1
720.000,5000.000,4482690.391,8291.066,24.172,-3.380,0.000,1
721.000,5000.000,4490979.767,8287.688,24.162,-3.375,0.000,1
722.000,5000.000,4499265.769,8284.316,24.153,-3.370,0.000,1
723.000,5000.000,4507548.401,8280.949,24.143,-3.365,0.000,1
724.000,5000.000,4515827.668,8277.586,24.133,-3.360,0.000,1
725.000,5000.000,4524103.575,8274.229,24.123,-3.354,0.000,1
726.000,5000.000,4532376.128,8270.878,24.113,-3.349,0.000,1
727.000,5000.000,4540645.332,8267.531,24.104,-3.344,0.000,1
728.000,5000.000,4548911.192,8264.189,24.094,-3.339,0.000,1
729.000,5000.000,4557173.712,8260.852,24.084,-3.334,0.000,1
730.000,5000.000,4565432.898,8257.521,24.074,-3.329,0.000,1
731.000,5000.000,4573688.755,8254.194,24.065,-3.324,0.000,1
732.000,5000.000,4581941.287,8250.872,24.055,-3.319,0.000,1
733.000,5000.000,4590190.501,8247.556,24.045,-3.314,0.000,1
734.000,5000.000,4598436.401,8244.244,24.036,-3.309,0.000,1
735.000,5000.000,4606678.991,8240.937,24.026,-3.304,0.000,1
736.000,5000.000,4614918.277,8237.636,24.016,-3.299,0.000,1
737.000,5000.000,4623154.264,8234.339,24.007,-3.294,0.000,1
738.000,5000.000,4631386.957,8231.047,23.997,-3.289,0.000,1
739.000,5000.000,4639616.360,8227.760,23.988,-3.284,0.000,1
740.000,5000.000,4647842.479,8224.478,23.978,-3.280,0.000,1
741.000,5000.000,4656065.318,8221.201,23.969,-3.275,0.000,1
742.000,5000.000,4664284.883,8217.929,23.959,-3.270,0.000,1
743.000,5000.000,4672501.178,8214.662,23.949,-3.265,0.000,1
744.000,5000.000,4680714.208,8211.399,23.940,-3.260,0.000,1
745.000,5000.000,4688923.978,8208.142,23.930,-3.255,0.000,1
746.000,5000.000,4697130.493,8204.889,23.921,-3.250,0.000,1
747.000,5000.000,4705333.757,8201.641,23.911,-3.246,0.000,1
748.000,5000.000,4713533.776,8198.398,23.902,-3.241,0.000,1
749.000,5000.000,4721730.554,8195.159,23.893,-3.236,0.000,1
750.000,5000.000,4729924.096,8191.926,23.883,-3.231,0.000,1
751.000,5000.000,4738114.407,8188.697,23.874,-3.226,0.000,1
752.000,5000.000,4746301.491,8185.473,23.864,-3.222,0.000,1
